,DisGENet_id,Disease_name,Disease_type,Disease_class,Disease_class_name
164015,C3151237,"Hirschsprung Disease, Cardiac Defects, and Autonomic Dysfunction",disease,C06,   Digestive System Diseases
164016,C3151237,"Hirschsprung Disease, Cardiac Defects, and Autonomic Dysfunction",disease,C10,   Nervous System Diseases
164017,C3151237,"Hirschsprung Disease, Cardiac Defects, and Autonomic Dysfunction",disease,C14,   Cardiovascular Diseases
164019,C3151265,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18",disease,,
164021,C3151293,"CARDIOMYOPATHY, DILATED, 1HH",disease,,
164022,C3151295,"HYPOMAGNESEMIA 6, RENAL",disease,,
164023,C3151303,"Obesity, Hyperphagia, and Developmental Delay",disease,C23,"   Pathological Conditions, Signs and Symptoms"
164024,C3151303,"Obesity, Hyperphagia, and Developmental Delay",disease,C18,   Nutritional and Metabolic Diseases
164025,C3151303,"Obesity, Hyperphagia, and Developmental Delay",disease,F03,   Mental Disorders
164026,C3151304,CATARACT 36,disease,,
164027,C3151356,"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION",disease,,
164028,C3151403,AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,disease,,
164029,C3151405,"CANDIDIASIS, FAMILIAL, 6",disease,,
164030,C3151406,SPERMATOGENIC FAILURE 8,disease,,
164031,C3151407,SPERMATOGENIC FAILURE 9,disease,,
164032,C3151409,"GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, TYPE III",disease,,
164033,C3151411,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 6",disease,,
164034,C3151417,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 6",phenotype,,
164035,C3151421,"CYANOSIS, TRANSIENT NEONATAL",disease,,
164036,C3151431,"ATRIAL FIBRILLATION, FAMILIAL, 9",disease,,
164037,C3151433,"OSTEOGENESIS IMPERFECTA, TYPE XII",disease,,
164038,C3151434,RETINITIS PIGMENTOSA 60,disease,,
164040,C3151442,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 3",disease,,
164041,C3151443,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 2",disease,,
164042,C3151445,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 3",disease,,
164043,C3151446,Nestor Guillermo progeria syndrome,disease,C23,"   Pathological Conditions, Signs and Symptoms"
164044,C3151446,Nestor Guillermo progeria syndrome,disease,C18,   Nutritional and Metabolic Diseases
164045,C3151446,Nestor Guillermo progeria syndrome,disease,C05,   Musculoskeletal Diseases
164046,C3151460,"CILIARY DYSKINESIA, PRIMARY, 16",disease,,
164047,C3151462,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14",disease,,
164048,C3151464,"ATRIAL FIBRILLATION, FAMILIAL, 10",disease,,
164049,C3151466,HEPATIC LIPASE DEFICIENCY (disorder),disease,C18,   Nutritional and Metabolic Diseases
164050,C3151467,Apolipoprotein C-III Deficiency,disease,C18,   Nutritional and Metabolic Diseases
164051,C3151476,MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA),disease,,
164052,C3151513,MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE),disease,,
164053,C3151568,"NEPHROTIC SYNDROME, TYPE 4",disease,,
164054,C3151752,"NYSTAGMUS 6, CONGENITAL, X-LINKED",disease,,
164055,C3151753,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6,disease,,
164062,C3151784,"MACULAR DEGENERATION, X-LINKED ATROPHIC",disease,,
164063,C3159322,"SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164064,C3159322,"SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE",disease,C05,   Musculoskeletal Diseases
164065,C3160718,"PARKINSON DISEASE, LATE-ONSET",disease,,
164073,C3160720,"Cardiomyopathy, Dilated, 1u",disease,C14,   Cardiovascular Diseases
164074,C3160738,"FANCONI ANEMIA, COMPLEMENTATION GROUP D2",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164075,C3160738,"FANCONI ANEMIA, COMPLEMENTATION GROUP D2",disease,C18,   Nutritional and Metabolic Diseases
164076,C3160738,"FANCONI ANEMIA, COMPLEMENTATION GROUP D2",disease,C15,   Hemic and Lymphatic Diseases
164077,C3160739,"FANCONI ANEMIA, COMPLEMENTATION GROUP E",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164078,C3160739,"FANCONI ANEMIA, COMPLEMENTATION GROUP E",disease,C18,   Nutritional and Metabolic Diseases
164079,C3160739,"FANCONI ANEMIA, COMPLEMENTATION GROUP E",disease,C15,   Hemic and Lymphatic Diseases
164093,C3179244,Pseudo Pelger-Huet Anomaly,phenotype,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164094,C3179244,Pseudo Pelger-Huet Anomaly,phenotype,C15,   Hemic and Lymphatic Diseases
164107,C3266863,"Atypical Mycobacteriosis, Familial",disease,C01,   Infections
164108,C3275406,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE",disease,,
164109,C3275408,"MENTAL RETARDATION, X-LINKED 96",disease,,
164110,C3275443,"MENTAL RETARDATION, X-LINKED 90 (disorder)",disease,,
164111,C3275445,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164112,C3275445,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",disease,C20,   Immune System Diseases
164113,C3275445,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",disease,C15,   Hemic and Lymphatic Diseases
164114,C3275447,Ogden syndrome,disease,C23,"   Pathological Conditions, Signs and Symptoms"
164115,C3275447,Ogden syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164116,C3275459,"AMYOTROPHIC LATERAL SCLEROSIS 15, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA",disease,,
164118,C3275476,"CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA",disease,,
164119,C3275508,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2,disease,,
164120,C3276096,ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS,disease,,
164127,C3276276,"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1",disease,,
164128,C3277076,"BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT",disease,,
164129,C3278384,HYPOINSULINEMIC HYPOGLYCEMIA WITH HEMIHYPERTROPHY,disease,,
164130,C3278404,"MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS",disease,,
164132,C3278664,"LIVER FAILURE, INFANTILE, TRANSIENT",disease,,
164133,C3279564,"Osteogenesis Imperfecta, Type VI",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164134,C3279564,"Osteogenesis Imperfecta, Type VI",disease,C17,   Skin and Connective Tissue Diseases
164135,C3279564,"Osteogenesis Imperfecta, Type VI",disease,C05,   Musculoskeletal Diseases
164136,C3279660,"DEAFNESS, AUTOSOMAL RECESSIVE 29",disease,,
164137,C3279661,alpha-2-Macroglobulin Deficiency,disease,C08,   Respiratory Tract Diseases
164138,C3279662,Leukotriene C4 Synthase Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164139,C3279662,Leukotriene C4 Synthase Deficiency,disease,C18,   Nutritional and Metabolic Diseases
164140,C3279664,Emberger Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164141,C3279690,MOYAMOYA DISEASE 5,disease,,
164142,C3279693,"ATRIAL FIBRILLATION, FAMILIAL, 11",disease,,
164143,C3279695,"ATRIAL FIBRILLATION, FAMILIAL, 12",disease,,
164144,C3279699,"Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency",disease,C18,   Nutritional and Metabolic Diseases
164145,C3279699,"Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency",disease,C05,   Musculoskeletal Diseases
164146,C3279699,"Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency",disease,C10,   Nervous System Diseases
164147,C3279722,"MYOPATHY, DISTAL, 4",disease,,
164148,C3279738,"SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE",disease,,
164149,C3279743,"SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE",disease,,
164150,C3279748,IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2,disease,,
164151,C3279757,"CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE",disease,,
164152,C3279775,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1,disease,,
164153,C3279790,Atrial Septal Defect 3,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164154,C3279790,Atrial Septal Defect 3,disease,C14,   Cardiovascular Diseases
164155,C3279793,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8,disease,,
164156,C3279800,KEPPEN-LUBINSKY SYNDROME,disease,,
164157,C3279839,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 7",disease,,
164160,C3279841,Pyruvate Dehydrogenase E1-Beta Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164161,C3279841,Pyruvate Dehydrogenase E1-Beta Deficiency,disease,C18,   Nutritional and Metabolic Diseases
164162,C3279841,Pyruvate Dehydrogenase E1-Beta Deficiency,disease,C10,   Nervous System Diseases
164163,C3279875,"CORTICAL MALFORMATIONS, OCCIPITAL",disease,,
164164,C3279885,Hereditary Sensory and Autonomic Neuropathy Type Ie,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164165,C3279885,Hereditary Sensory and Autonomic Neuropathy Type Ie,disease,C10,   Nervous System Diseases
164166,C3279904,Lactate Dehydrogenase B Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164167,C3279904,Lactate Dehydrogenase B Deficiency,disease,C18,   Nutritional and Metabolic Diseases
164168,C3279941,"STICKLER SYNDROME, TYPE IV",disease,,
164169,C3279948,"DEAFNESS, AUTOSOMAL DOMINANT 64",disease,,
164170,C3279964,Hyperbiliverdinemia,disease,C06,   Digestive System Diseases
164171,C3279974,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10",disease,,
164172,C3279990,"CANDIDIASIS, FAMILIAL, 7",disease,,
164173,C3279992,PARAGANGLIOMAS 5,disease,,
164174,C3279997,"MYOPIA 21, AUTOSOMAL DOMINANT",disease,,
164175,C3280011,BRITTLE CORNEA SYNDROME 2,disease,,
164177,C3280041,RETINITIS PIGMENTOSA 61,disease,,
164178,C3280042,RETINITIS PIGMENTOSA 62,disease,,
164179,C3280062,LEBER CONGENITAL AMAUROSIS 16,disease,,
164180,C3280073,CRANIOSYNOSTOSIS AND DENTAL ANOMALIES,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164181,C3280073,CRANIOSYNOSTOSIS AND DENTAL ANOMALIES,disease,C05,   Musculoskeletal Diseases
164182,C3280094,"PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 3",disease,,
164183,C3280099,CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME,disease,,
164184,C3280100,"NEPHROTIC SYNDROME, TYPE 6",disease,,
164185,C3280113,"NEPHROTIC SYNDROME, TYPE 5, WITH OR WITHOUT OCULAR ABNORMALITIES",disease,,
164186,C3280114,Glycoprotein IA Deficiency,disease,C15,   Hemic and Lymphatic Diseases
164188,C3280127,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15",disease,,
164189,C3280133,PARKINSON DISEASE 17,disease,,
164190,C3280160,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4",phenotype,,
164191,C3280168,"NEUROPATHY, HEREDITARY SENSORY, TYPE IIC",disease,,
164192,C3280215,HOLOPROSENCEPHALY 11,disease,,
164193,C3280220,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O",disease,,
164194,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",disease,,
164195,C3280265,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18",disease,,
164196,C3280271,PARKINSON DISEASE 18,disease,,
164197,C3280282,"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL DOMINANT",disease,,
164198,C3280283,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 9",disease,,
164199,C3280284,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 10",disease,,
164200,C3280285,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 11",disease,,
164201,C3280296,Microcephaly-capillary malformation syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164202,C3280296,Microcephaly-capillary malformation syndrome,disease,C05,   Musculoskeletal Diseases
164203,C3280296,Microcephaly-capillary malformation syndrome,disease,C10,   Nervous System Diseases
164204,C3280296,Microcephaly-capillary malformation syndrome,disease,C14,   Cardiovascular Diseases
164205,C3280309,"ARTHROGRYPOSIS, PERTHES DISEASE, AND UPWARD GAZE PALSY",disease,,
164206,C3280314,Combined Malonic and Methylmalonic Aciduria,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164207,C3280314,Combined Malonic and Methylmalonic Aciduria,disease,C18,   Nutritional and Metabolic Diseases
164208,C3280315,Platelet-Activating Factor Acetylhydrolase Deficiency,disease,C08,   Respiratory Tract Diseases
164209,C3280315,Platelet-Activating Factor Acetylhydrolase Deficiency,disease,C20,   Immune System Diseases
164210,C3280342,"STICKLER SYNDROME, TYPE V",disease,,
164211,C3280345,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4",disease,,
164220,C3280371,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4,disease,,
164221,C3280378,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA,disease,,
164222,C3280415,COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA,disease,,
164223,C3280428,Alpha-Methylacyl-CoA Racemase Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164224,C3280428,Alpha-Methylacyl-CoA Racemase Deficiency,disease,C18,   Nutritional and Metabolic Diseases
164225,C3280428,Alpha-Methylacyl-CoA Racemase Deficiency,disease,C10,   Nervous System Diseases
164226,C3280443,"MYOPATHY, DISTAL, TATEYAMA TYPE",disease,,
164227,C3280471,OVARIAN DYSGENESIS 3,disease,,
164228,C3280479,PITT-HOPKINS-LIKE SYNDROME 2,disease,,
164230,C3280501,"INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1",disease,,
164231,C3280526,"ARTHROGRYPOSIS, DISTAL, TYPE 1B",disease,,
164232,C3280527,PANCREATIC LIPASE DEFICIENCY,disease,,
164233,C3280556,"PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS",disease,,
164234,C3280574,"SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5",disease,,
164235,C3280586,Mannose-Binding Protein Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164236,C3280586,Mannose-Binding Protein Deficiency,disease,C18,   Nutritional and Metabolic Diseases
164237,C3280587,"AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE",disease,,
164238,C3280641,Decreased serum complement C4b,disease,,
164239,C3280642,Complement Component 4a Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164240,C3280642,Complement Component 4a Deficiency,disease,C20,   Immune System Diseases
164241,C3280660,"ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION",disease,,
164242,C3280670,"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 1",phenotype,,
164243,C3280672,"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2",disease,,
164244,C3280674,"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 3",phenotype,,
164245,C3280721,CHILBLAIN LUPUS 2,disease,,
164246,C3280730,"EPILEPSY, FAMILIAL TEMPORAL LOBE, 5",disease,,
164247,C3280734,"FEBRILE SEIZURES, FAMILIAL, 11",disease,,
164248,C3280790,ATRIAL SEPTAL DEFECT 8,disease,,
164249,C3280797,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P",disease,,
164250,C3280798,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB",disease,,
164251,C3280799,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB",disease,,
164252,C3280817,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6",disease,,
164253,C3280845,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E",disease,,
164254,C3280866,THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE),disease,,
164255,C3280887,"HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES",disease,,
164256,C3280943,ATRIAL SEPTAL DEFECT 9,disease,,
164257,C3280953,"HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE",disease,,
164258,C3280965,"CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION",disease,,
164259,C3280976,Thrombophilia due to Thrombomodulin Defect,disease,C15,   Hemic and Lymphatic Diseases
164260,C3280977,"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE",disease,,
164261,C3281027,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7",disease,,
164262,C3281044,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34, WITH VARIANT LISSENCEPHALY",disease,,
164263,C3281045,CONE-ROD DYSTROPHY 16,disease,,
164264,C3281084,Congenital disorder of glycosylation type 1r,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164265,C3281084,Congenital disorder of glycosylation type 1r,disease,C18,   Nutritional and Metabolic Diseases
164266,C3281089,MIRROR MOVEMENTS 2,disease,,
164267,C3281153,"EFAVIRENZ, POOR METABOLISM OF",phenotype,,
164268,C3281160,"EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2",disease,,
164269,C3281191,SCN8A-related epilepsy with encephalopathy,disease,C23,"   Pathological Conditions, Signs and Symptoms"
164270,C3281191,SCN8A-related epilepsy with encephalopathy,disease,C10,   Nervous System Diseases
164271,C3281191,SCN8A-related epilepsy with encephalopathy,disease,F03,   Mental Disorders
164272,C3281191,SCN8A-related epilepsy with encephalopathy,disease,F01,   Behavior and Behavior Mechanisms
164273,C3281192,INFANTILE CEREBELLAR-RETINAL DEGENERATION,disease,,
164274,C3281202,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 13",disease,,
164275,C3281203,"CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL",disease,,
164276,C3281234,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9,disease,,
164278,C3281247,BENT BONE DYSPLASIA SYNDROME,disease,,
164279,C3281297,"DEAFNESS, AUTOSOMAL DOMINANT 4B",disease,,
164281,C3463916,Complement Factor I (C3 inactivator) deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164282,C3463916,Complement Factor I (C3 inactivator) deficiency,disease,C20,   Immune System Diseases
164287,C3469526,"FANCONI ANEMIA, COMPLEMENTATION GROUP F",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164288,C3469526,"FANCONI ANEMIA, COMPLEMENTATION GROUP F",disease,C18,   Nutritional and Metabolic Diseases
164289,C3469526,"FANCONI ANEMIA, COMPLEMENTATION GROUP F",disease,C15,   Hemic and Lymphatic Diseases
164293,C3469528,"FANCONI ANEMIA, COMPLEMENTATION GROUP L",disease,,
164294,C3469542,"FANCONI ANEMIA, COMPLEMENTATION GROUP P",disease,,
164295,C3469605,"PSEUDOHYPOALDOSTERONISM, TYPE IID",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164296,C3469605,"PSEUDOHYPOALDOSTERONISM, TYPE IID",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164297,C3469605,"PSEUDOHYPOALDOSTERONISM, TYPE IID",disease,C12,   Male Urogenital Diseases
164298,C3469606,"PSEUDOHYPOALDOSTERONISM, TYPE IIE",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164299,C3469606,"PSEUDOHYPOALDOSTERONISM, TYPE IIE",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164300,C3469606,"PSEUDOHYPOALDOSTERONISM, TYPE IIE",disease,C12,   Male Urogenital Diseases
164301,C3489395,"Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164302,C3489395,"Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial",disease,C18,   Nutritional and Metabolic Diseases
164305,C3489532,Cone-Rod Dystrophy 2,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164306,C3489532,Cone-Rod Dystrophy 2,disease,C11,   Eye Diseases
164336,C3489734,"Anti-plasmin deficiency, congenital",disease,C15,   Hemic and Lymphatic Diseases
164337,C3489787,"Pituitary Hormone Deficiency, Combined, 3",disease,C23,"   Pathological Conditions, Signs and Symptoms"
164338,C3489787,"Pituitary Hormone Deficiency, Combined, 3",disease,C05,   Musculoskeletal Diseases
164339,C3489787,"Pituitary Hormone Deficiency, Combined, 3",disease,C10,   Nervous System Diseases
164340,C3489787,"Pituitary Hormone Deficiency, Combined, 3",disease,C19,   Endocrine System Diseases
164341,C3489787,"Pituitary Hormone Deficiency, Combined, 3",disease,C09,   Otorhinolaryngologic Diseases
164342,C3489789,"Cholestasis, Progressive Familial Intrahepatic, 2",disease,C06,   Digestive System Diseases
164347,C3489795,"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164348,C3489795,"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant",disease,C20,   Immune System Diseases
164349,C3489795,"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant",disease,C15,   Hemic and Lymphatic Diseases
164350,C3489796,"Thyroid Hormone Resistance, Generalized, Autosomal Recessive",disease,C19,   Endocrine System Diseases
164351,C3492932,"Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164352,C3492932,"Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency",disease,C18,   Nutritional and Metabolic Diseases
164353,C3492932,"Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency",disease,C10,   Nervous System Diseases
164354,C3493776,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164355,C3493776,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1",disease,C05,   Musculoskeletal Diseases
164356,C3493776,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1",disease,C19,   Endocrine System Diseases
164357,C3494162,"Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164358,C3494162,"Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous",disease,C19,   Endocrine System Diseases
164359,C3494489,"Autoimmune polyendocrinopathy syndrome, type 1",disease,C20,   Immune System Diseases
164360,C3494489,"Autoimmune polyendocrinopathy syndrome, type 1",disease,C19,   Endocrine System Diseases
164367,C3495438,"Macular Degeneration, Age-Related, 2",disease,C11,   Eye Diseases
164368,C3495483,Amish Brittle Hair Brain Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164369,C3495483,Amish Brittle Hair Brain Syndrome,disease,C17,   Skin and Connective Tissue Diseases
164370,C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164371,C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",disease,C14,   Cardiovascular Diseases
164378,C3495537,"Heterotaxy, Visceral, 5, Autosomal",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164379,C3495537,"Heterotaxy, Visceral, 5, Autosomal",disease,C15,   Hemic and Lymphatic Diseases
164380,C3495537,"Heterotaxy, Visceral, 5, Autosomal",disease,C14,   Cardiovascular Diseases
164402,C3495591,"Charcot-Marie-Tooth Disease, Demyelinating, Type 1e",disease,C23,"   Pathological Conditions, Signs and Symptoms"
164403,C3495591,"Charcot-Marie-Tooth Disease, Demyelinating, Type 1e",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164404,C3495591,"Charcot-Marie-Tooth Disease, Demyelinating, Type 1e",disease,C10,   Nervous System Diseases
164405,C3495591,"Charcot-Marie-Tooth Disease, Demyelinating, Type 1e",disease,C09,   Otorhinolaryngologic Diseases
164406,C3496228,"Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164407,C3496228,"Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia",disease,C10,   Nervous System Diseases
164408,C3501647,"Glutathione Peroxidase Deficiency, Hemolytic Anemia possibly due to",disease,C15,   Hemic and Lymphatic Diseases
164409,C3501679,Bleeding Disorder due to Defective Thromboxane A2 Receptor,disease,C15,   Hemic and Lymphatic Diseases
164410,C3501830,"Microcephaly, Primary Autosomal Recessive, 2",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164411,C3501830,"Microcephaly, Primary Autosomal Recessive, 2",disease,C05,   Musculoskeletal Diseases
164412,C3501830,"Microcephaly, Primary Autosomal Recessive, 2",disease,C10,   Nervous System Diseases
164435,C3501912,Cerebrocostomandibular-Like Syndrome,disease,C23,"   Pathological Conditions, Signs and Symptoms"
164436,C3501912,Cerebrocostomandibular-Like Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164437,C3501912,Cerebrocostomandibular-Like Syndrome,disease,C05,   Musculoskeletal Diseases
164438,C3501912,Cerebrocostomandibular-Like Syndrome,disease,C10,   Nervous System Diseases
164439,C3501912,Cerebrocostomandibular-Like Syndrome,disease,F03,   Mental Disorders
164440,C3501912,Cerebrocostomandibular-Like Syndrome,disease,C07,   Stomatognathic Diseases
